programme,year,section,venue,faculty,day,period,time,subject,rotation_venues
ECE,II Year,ECE 2A,Block III - 201,Dr Lalitha K,FRI,2,9:20-10:10,LIB,
ECE,II Year,ECE 2A,Block III - 201,Dr Lalitha K,FRI,3,10:20-11:10,21PDM202,
ECE,II Year,ECE 2A,Block III - 201,Dr Lalitha K,FRI,4,11:10-12:00,,
ECE,II Year,ECE 2A,Block III - 201,Dr Lalitha K,FRI,5,12:40-1:30,21ECC202T,
ECE,II Year,ECE 2A,Block III - 201,Dr Lalitha K,FRI,6,1:30-2:20,21LEM202T,
ECE,II Year,ECE 2A,Block III - 201,Dr Lalitha K,FRI,7,2:20-3:05,21CSC206T,
ECE,II Year,ECE 2A,Block III - 201,Dr Lalitha K,FRI,8,3:05-3:50,21ECC204T,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,MON,1,8:30-9:20,21ECC322L,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,MON,2,9:20-10:10,,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,MON,3,10:20-11:10,21ECC302T,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,MON,4,11:10-12:00,21ECE401T,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,MON,5,12:40-1:30,,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,MON,6,1:30-2:20,,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,MON,7,2:20-3:05,,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,MON,8,3:05-3:50,,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,TUE,1,8:30-9:20,21PDM302L,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,TUE,2,9:20-10:10,,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,TUE,3,10:20-11:10,21ECE340J,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,TUE,4,11:10-12:00,,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,TUE,5,12:40-1:30,21ECE340J,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,TUE,6,1:30-2:20,21ECP302L,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,TUE,7,2:20-3:05,,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,TUE,8,3:05-3:50,,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,WED,1,8:30-9:20,21ECC302T,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,WED,2,9:20-10:10,21BMO121T,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,WED,3,10:20-11:10,21ECE401T,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,WED,4,11:10-12:00,21ECE340J,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,WED,5,12:40-1:30,,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,WED,6,1:30-2:20,21ECC304T,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,WED,7,2:20-3:05,21BMO121T,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,WED,8,3:05-3:50,,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,THU,1,8:30-9:20,21ECC304T,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,THU,2,9:20-10:10,21BMO121T,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,THU,3,10:20-11:10,21CSS303T,
